row_index,organization_original,standardized_org,similarity_score
30379,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
30388,"Harness Dickey & Pierce, PLC","Harness, Dickey & Pierce, P.L.C.",100.0
30389,"Fitch, Even, Tabin & Flannery, LLP","Fitch, Even, Tabin & Flannery LLP",100.0
30402,Crowell & Moring,Crowell & Moring LLP,100.0
30404,Heslin Rothenberg Farley and Mesiti PC,Heslin Rothenberg Farley & Mesiti P.C.,100.0
30405,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
30409,Alston + Bird LLP,Alston & Bird LLP,100.0
30415,"Pearl Cohen Zedek Latzer, LLP",PEARL COHEN ZEDEK LATZER BARATZ LLP,100.0
30416,Greenberg Traurig LLP,"Greenberg Traurig, LLP",100.0
30424,"Lee & Hayes, PLLC","Lee & Hayes, P.C.",100.0
30425,"Greenblum & Bernstein, P.L.C.","GREENBLUM & BERNSTEIN, P.L.C.",100.0
30427,"Knobbe Martens Olson and Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
30428,Wolf Greenfield,"Wolf, Greenfield & Sacks, P.C.",100.0
30434,"Oliff & Berridge, PLC",Oliff PLC,100.0
30436,"Quarles & Brady, LLP",Quarles & Brady LLP,100.0
30439,Leydig Voit and Mayer LTD,"Leydig, Voit & Mayer, Ltd.",100.0
30440,"Banner & Witcoff, LTD","Banner & Witcoff, Ltd.",100.0
30442,"Shook, Hardy & Bacon, LLP","Shook, Hardy & Bacon L.L.P.",100.0
30451,GETZ BALICH LLC,Getz Balich LLC,100.0
30460,"Merchant & Gould, P.C.",Merchant & Gould P.C.,100.0
30467,Volpe & Koenig P.C.,Volpe Koenig,100.0
30473,"Wilson Sonsini Goodrich & Rosati, P.C.",Wilson Sonsini Goodrich & Rosati,100.0
30475,"Knobbe, Martens, Olson and Bear LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
30480,"Sterne, Kessler, Goldstein & Fox PLLC","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
30488,"SORELL, LENNA @SCHMIDT, LLP","Sorell, Lenna & Schmidt, LLP",100.0
30504,"Lee, Hong, Degerman, Kang & Waimey","LEE, HONG, DEGERMAN, KANG & WAIMEY",100.0
30507,Frost Brown Todd,Frost Brown Todd LLP,100.0
30518,Morrison & Foerster,Morrison & Foerster LLP,100.0
30520,"Finnegan, Henderson, Farabow, Garrett & Dunner LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
30521,"FIG. 1 Patents, PLLC",FIG. 1 Patents,100.0
30552,McAndrews Held and Malloy LTD,"McAndrews, Held & Malloy, Ltd.",100.0
30556,Thomas | Horstemeyer LLP,"Thomas | Horstemeyer, LLP",100.0
30558,"Knobbe, Martens, Olson and Bear LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
30589,Frost Brown Todd,Frost Brown Todd LLP,100.0
30600,"Goodwin Procter, LLP",Goodwin Procter LLP,100.0
30604,"Sterne, Kessler, Goldstein & Fox, P.L.L.C.","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
30605,Wilmer Hale LLP,Wilmer Cutler Pickering Hale and Dorr LLP,100.0
30606,Snell & Wilmer L.L.P.,SNELL & WILMER L.L.P.,100.0
30608,"Shook, Hardy & Bacon LLP","Shook, Hardy & Bacon L.L.P.",100.0
30612,Suiter Swantz pc llo,Suiter Swantz IP,100.0
30615,"Seager, Tufte & Wickhem, LLC","Seager, Tufte & Wickhem, LLP",100.0
30623,"Bozicevic, Field and Francis LLP","Bozicevic, Field & Francis LLP",100.0
30626,"Leydig, Voit & Mayer, Ltd. Two Prudential Plaza","Leydig, Voit & Mayer, Ltd.",100.0
30633,Womble Bond Dickinson LLP,Womble Bond Dickinson (US) LLP,100.0
30636,Hesim Rothenberg Farley & Mesiti,Heslin Rothenberg Farley & Mesiti P.C.,95.08196721311475
30645,Young Basile Hanlon & MacFarlane P.C.,"Young Basile Hanlon & MacFarlane, P.C.",100.0
30646,Warner Norcross + Judd,Warner Norcross + Judd LLP,100.0
30657,Womble Bond Dickinson,Womble Bond Dickinson (US) LLP,100.0
30669,"Quarles & Brady, LLP",Quarles & Brady LLP,100.0
30677,McDermott Will & Emery McDermott Will & Emery,McDermott Will & Emery LLP,100.0
30678,Perkins Coie,Perkins Coie LLP,100.0
30691,"Nixon & Vanderhye, P.C.",Nixon & Vanderhye P.C.,100.0
30692,Troutman Sanders LLP,Troutman Pepper Hamilton Sanders LLP,100.0
30698,"Clark Hill, PLC",Clark Hill PLC,100.0
30704,Dority & Manning,"Dority & Manning, P.A.",100.0
30707,"Stoel Rives, LLP",Stoel Rives LLP,100.0
30709,Klarquist Sparkman LLP,"Klarquist Sparkman, LLP",100.0
30716,Foley & Lardner LLP IP Section,Foley & Lardner LLP,100.0
30727,"Carlson Gaskey & Olds, P.C.","Carlson, Gaskey & Olds, P.C.",100.0
30739,"Myers Bigel Sibley & Sajovec, P.A.","Myers Bigel, P.A.",100.0
30750,"Schwegman, Lundberg & Woessner. P.A.","Schwegman Lundberg & Woessner, P.A.",100.0
30762,"Clark Hill, PLC",Clark Hill PLC,100.0
30765,Reed Smith LLP Three Logan Square,Reed Smith LLP,100.0
30776,"Carstens, Allen, & Gourley, LLP","Carstens, Allen & Gourley, LLP",100.0
30777,Fish and Richardson P.C.,Fish & Richardson P.C.,100.0
30779,"Goodwin Procter, LLP",Goodwin Procter LLP,100.0
30787,"Dickinson Wright, PLLC",Dickinson Wright PLLC,100.0
30796,Myers Bigel Sibley and Sajovec,"Myers Bigel, P.A.",100.0
30805,"Murphy Bilak & Homiller, PLLC","Murphy, Bilak & Homiller, PLLC",100.0
30814,Greenberg Traurig,"Greenberg Traurig, LLP",100.0
30820,"Wilmer Cutler Pickering Hale and Dorr, LLP",Wilmer Cutler Pickering Hale and Dorr LLP,100.0
30823,Bradley Arant Boult Cumming LLP,Bradley Arant Boult Cummings LLP,98.18181818181819
30844,McDermott Will & Emery,McDermott Will & Emery LLP,100.0
30845,Leydig Voit and Mayer,"Leydig, Voit & Mayer, Ltd.",100.0
30847,"Shook, Hardy & Bacon, L.L.P.","Shook, Hardy & Bacon L.L.P.",100.0
30852,Fish & Richardson PC,Fish & Richardson P.C.,100.0
30857,"Merchant & Gould, P.C.",Merchant & Gould P.C.,100.0
30870,McDermott Will and Emery,McDermott Will & Emery LLP,100.0
30871,"Lorenz & Kopf, LLP",Lorenz & Kopf LLP,100.0
30875,"KOWERT, HOOD, MUNYON, RANKIN & GOETZEL, P.C.","Kowert, Hood, Munyon, Rankin & Goetzel, P.C.",100.0
30877,"Knobbe Martens Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
30878,Flaster Greenberg PC,Flaster Greenberg P.C.,100.0
30880,DLA Piper DLA Piper,DLA Piper LLP (US),100.0
30885,Ballard Spahr Andrews & Ingersoll LLP,Ballard Spahr LLP,100.0
30888,Morgan Lewis & Bockius LLP,"Morgan, Lewis & Bockius LLP",100.0
30894,Husch Blackwell Sanders LLP,Husch Blackwell LLP,100.0
30900,Wilson Sonsini Goodrich & Rosati P.C.,Wilson Sonsini Goodrich & Rosati,100.0
30905,Womble Bond Dickinson LLP,Womble Bond Dickinson (US) LLP,100.0
30911,"Harness, Dickey & Pierce, P.L.C","Harness, Dickey & Pierce, P.L.C.",100.0
30916,"Merchant & Gould, PC 3200 IDS Center",Merchant & Gould P.C.,100.0
30921,"Withrow & Terranova, P.L.LC.","Withrow & Terranova, PLLC",100.0
30924,"Sterne, Kessler, Goldstein, & Fox PLLC","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
30925,Bookoff McAndrews,"Bookoff McAndrews, PLLC",100.0
30927,"Patterson & Sheridan, LLP","Patterson + Sheridan, LLP",100.0
30934,Nicholson De Vos Webster & Elliott LLP,NICHOLSON DE VOS WEBSTER & ELLIOTT LLP,100.0
30937,Patterson+ Sheridan LLP,"Patterson + Sheridan, LLP",100.0
30954,Eschweiler & Potashnik LLC.,"Eschweiler & Potashnik, LLC",100.0
30963,Scully Scott Murphy and Presser,"Scully, Scott, Murphy & Presser, P.C.",100.0
30965,"Wilson, Sonsini, Goodrich & Rosati",Wilson Sonsini Goodrich & Rosati,100.0
30969,Greenberg Traurig LLP,"Greenberg Traurig, LLP",100.0
30973,"Carter, DeLuca, Farrell & Schmidt, LLP","Carter, DeLuca & Farrell LLP",100.0
30975,"Carlson, Gaskey and Olds, P.C.","Carlson, Gaskey & Olds, P.C.",100.0
30976,"Kilpatrick Townsend & Stockton, LLP",Kilpatrick Townsend & Stockton LLP,100.0
31005,Greenberg Traurig LLP,"Greenberg Traurig, LLP",100.0
31018,Morrison Foerster LLP,Morrison & Foerster LLP,100.0
31024,"Lewis Roca Rothgerber Christie, LLP",Lewis Roca Rothgerber Christie LLP,100.0
31027,Baker Botts L.L.P,Baker Botts L.L.P.,100.0
31035,Bookoff McAndrews PLLC,"Bookoff McAndrews, PLLC",100.0
31038,Sughrue Mion PLLC,"Sughrue Mion, PLLC",100.0
31040,"Tarolli Sundheim Covell & Tummino, LLP","Tarolli, Sundheim, Covell & Tummino LLP",100.0
31047,Knobbe Martens Olson and Bear,"Knobbe, Martens, Olson & Bear, LLP",100.0
31052,Buchanan Ingersoll & Rooney,Buchanan Ingersoll & Rooney PC,100.0
31054,"Murphy, Bilak, & Homiller, PLLC","Murphy, Bilak & Homiller, PLLC",100.0
31063,"Finnegan Henderson Farabow Garrett & Dunner, LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
31065,Eversheds Sutherland,Eversheds Sutherland (US) LLP,100.0
31071,Sughrue Mion PLLC,"Sughrue Mion, PLLC",100.0
31074,"Brooks Kushman P.C., Law Firm",Brooks Kushman P.C.,100.0
31091,Taff Stettinius & Hollister LLP,Taft Stettinius & Hollister LLP,96.0
31103,"Tarolli, Sundheim, Covell & Tummino, L.L.P.","Tarolli, Sundheim, Covell & Tummino LLP",100.0
31112,McDermott Will & Emery,McDermott Will & Emery LLP,100.0
31126,"Vorys, Sater Seymour and Pease LLP","Vorys, Sater, Seymour and Pease LLP",100.0
31136,"Schwegman, Lundberg, & Woessner, P.A.","Schwegman Lundberg & Woessner, P.A.",100.0
31137,"Cantor Colburn, LLP",CANTOR COLBURN LLP,100.0
31138,Marshall Gerstein & Borun LLP,"MARSHALL, GERSTEIN & BORUN LLP",100.0
31140,"Sheppard Mullin Richter & Hampton, LLP",Sheppard Mullin Richter & Hampton LLP,100.0
31157,Womble Bond Dickinson LLP,Womble Bond Dickinson (US) LLP,100.0
31167,"Sheppard, Mullin, Richter & Hampton LLP",Sheppard Mullin Richter & Hampton LLP,100.0
31173,Bookoff McAndrews,"Bookoff McAndrews, PLLC",100.0
31175,Fish & Richardson PC,Fish & Richardson P.C.,100.0
31176,"Sheppard, Mullin, Richter & Hampton LLP",Sheppard Mullin Richter & Hampton LLP,100.0
31186,Fox Rothschild,Fox Rothschild LLP,100.0
31187,"Sterne Kressler Goldstein Fox, P.L.L.C.","Sterne, Kessler, Goldstein & Fox P.L.L.C.",98.24561403508773
31188,Arent Fox LLP,ArentFox Schiff LLP,100.0
31195,Johnson & Johnson Vision,"Johnson & Johnson Surgical Vision, Inc.",100.0
31208,Slater Matsil LLP,"Slater Matsil, LLP",100.0
31210,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
31214,Pearne and Gordon LLP,Pearne & Gordon LLP,100.0
31216,Bookoff McAndrews,"Bookoff McAndrews, PLLC",100.0
31221,Fish & Richardson P.C,Fish & Richardson P.C.,100.0
31232,Rothwell Figg,"Rothwell, Figg, Ernst & Manbeck, P.C.",100.0
31235,Harter Secrest & Emery,Harter Secrest & Emery LLP,100.0
31244,Brown Rudnick Berlack Israels LLP,Brown Rudnick LLP,100.0
31256,"Shay Glenn, LLP",Shay Glenn LLP,100.0
31261,"Nixon & Vanderhye, P.C.",Nixon & Vanderhye P.C.,100.0
31267,"Thompson Coburn, LLP",Thompson Coburn LLP,100.0
31269,"Wolf Greenfield & Sacks, P.C.","Wolf, Greenfield & Sacks, P.C.",100.0
31278,Heslin Rothenberg Farley & Mesiti P.C,Heslin Rothenberg Farley & Mesiti P.C.,100.0
31280,"Hoffman Warnick, LLC",Hoffman Warnick LLC,100.0
31282,"Edell, Shapiro & Finnan LLC","Edell, Shapiro & Finnan, LLC",100.0
31292,Staas & Halsey LLP,STAAS & HALSEY LLP,100.0
31293,Condo Roccia LLP,Condo Roccia Koptiw LLP,100.0
31299,Husch Blackwell Sanders LLP,Husch Blackwell LLP,100.0
31345,Leydig Voit and Mayer LTD,"Leydig, Voit & Mayer, Ltd.",100.0
31348,"Benesch, Friedlander, Coplan & Aronoff, LLP",Benesch Friedlander Coplan & Aronoff LLP,100.0
31351,Barnes & Thornburg,Barnes & Thornburg LLP,100.0
31353,"Patterson & Sheridan, LLP","Patterson + Sheridan, LLP",100.0
31356,Patterson & Sheridan LLP,"Patterson + Sheridan, LLP",100.0
31367,Neal Gerber & Eisenberg LLP,"Neal, Gerber & Eisenberg LLP",100.0
31386,"McAndrews Held and Malloy, Ltd.","McAndrews, Held & Malloy, Ltd.",100.0
31412,"Mintz, Levin, Cohn, Ferris, Glovsky & Popeo,P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",97.36842105263158
31416,Reed Smith LLP Reed Smith Centre,Reed Smith LLP,100.0
31417,Haynes and Boone LLP,"Haynes and Boone, LLP",100.0
31418,Banner & Witcoff LTD,"Banner & Witcoff, Ltd.",100.0
31419,"Otterstedt, Ellenbogen & Kammer, LLP",Otterstedt & Kammer PLLC,100.0
31427,"Finnegan Henderson Farabow Garrett & Dunner, LLP","Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
31443,"Davis Wright Tremaine, LLP",Davis Wright Tremaine LLP,100.0
31444,Guntin & Gust PLC,"Guntin & Gust, PLC",100.0
31448,"Carter. DeLuca, Farrell, Schmidt, LLP","Carter, DeLuca & Farrell LLP",100.0
31460,"Shook Hardy & Bacon, LLP","Shook, Hardy & Bacon L.L.P.",100.0
31462,Dinsmore & Shohl LLP North Point Tower,Dinsmore & Shohl LLP,100.0
31463,Foley and Lardner LLP,Foley & Lardner LLP,100.0
31466,"Fitch, Even, Tabin & Flannery, LLP","Fitch, Even, Tabin & Flannery LLP",100.0
31473,Pearl Cohen,PEARL COHEN ZEDEK LATZER BARATZ LLP,100.0
31491,"Lee & Hayes, PC","Lee & Hayes, P.C.",100.0
31504,Rothwell Figg Ernst & Manbeck PC 10 Post Office Square,"Rothwell, Figg, Ernst & Manbeck, P.C.",100.0
31505,Williams Mullen.,Williams Mullen,100.0
31512,"Oblon, Spivak, McClelland, Maier & Neustadt, P.C.","Oblon, McClelland, Maier & Neustadt, L.L.P.",100.0
31513,Norton Rose Fulbright US LLP,NORTON ROSE FULBRIGHT US LLP,100.0
31514,"Ballard Spahr Andrews & Ingersoll, LLP",Ballard Spahr LLP,100.0
31517,Patterson & Sheridan LLP,"Patterson + Sheridan, LLP",100.0
31527,Greenberg Traurig,"Greenberg Traurig, LLP",100.0
31528,Marshall Gerstein & Borun,"MARSHALL, GERSTEIN & BORUN LLP",100.0
31529,Culhane Meadows PLLC,Culhane PLLC,100.0
31545,"Millen, White, Zelano and Branigan, P.C.","Millen, White, Zelano & Branigan P.C.",100.0
31546,"SEAGER, TUFTE & WICKHEM, LLC","Seager, Tufte & Wickhem, LLP",100.0
31547,Shumaker & Sieffert,"Shumaker & Sieffert, P.A.",100.0
31549,"Knobbe Martens Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
31555,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
31559,Wilmer Cutler Pickering Hale & Dorr LLP,Wilmer Cutler Pickering Hale and Dorr LLP,100.0
31562,"Shumaker & Sieffert, PA","Shumaker & Sieffert, P.A.",100.0
31567,"Warner, Norcross & Judd, LLP",Warner Norcross + Judd LLP,100.0
31569,Kilpatrick Townsend and Stockton LLP,Kilpatrick Townsend & Stockton LLP,100.0
31576,PERKINS COIE LLP,Perkins Coie LLP,100.0
31581,McDermott Will Emery LLP,McDermott Will & Emery LLP,100.0
31582,Baker Botts LLP,Baker Botts L.L.P.,100.0
31592,"McAndrews Held and Malloy, Ltd.","McAndrews, Held & Malloy, Ltd.",100.0
31611,"Foley & Lardner, LLP",Foley & Lardner LLP,100.0
31617,"Shumaker & Sieffert, PA","Shumaker & Sieffert, P.A.",100.0
31644,"Knobbe Martens Olson & Bear, LLP","Knobbe, Martens, Olson & Bear, LLP",100.0
31645,Lowenstein Sandler,Lowenstein Sandler LLP,100.0
31660,Banner & Witcoff Ltd.,"Banner & Witcoff, Ltd.",100.0
31665,Dinsmore and Shohl LLP,Dinsmore & Shohl LLP,100.0
31671,"Morgan Lewis & Bockius, LLP","Morgan, Lewis & Bockius LLP",100.0
31672,"DLA Piper, LLP US",DLA Piper LLP (US),100.0
31684,Baker Botts LLP,Baker Botts L.L.P.,100.0
31701,Thomas Kayden Horstemeyer and Risley LLP,"Thomas | Horstemeyer, LLP",100.0
31708,Eckert Seamans Cherin and Mellott,"Eckert Seamans Cherin & Mellott, LLC",100.0
31747,Nicholson De Vos Webster & Elliott LLP,NICHOLSON DE VOS WEBSTER & ELLIOTT LLP,100.0
31759,"Banner Witcoff, Ltd.","Banner & Witcoff, Ltd.",100.0
31762,"Dorsey & Whitney, LLP 111 South Main Street",Dorsey & Whitney LLP,100.0
31770,Dorsey & Whitney,Dorsey & Whitney LLP,100.0
31771,Bookoff McAndrews PLLC,"Bookoff McAndrews, PLLC",100.0
31772,Wilson Sonsini Goodrich and Rosati,Wilson Sonsini Goodrich & Rosati,100.0
31785,Knobbe Martens Olson and Bear,"Knobbe, Martens, Olson & Bear, LLP",100.0
31791,"Perkins Coie, LLP",Perkins Coie LLP,100.0
31794,"CROWE & DUNLEVY, P.C.",Crowe & Dunlevy LLC,100.0
31800,Young Basile Hanlon & Macfarlane,"Young Basile Hanlon & MacFarlane, P.C.",100.0
31807,Wilson Sonsini Goodrich and Rosati,Wilson Sonsini Goodrich & Rosati,100.0
31827,"Young Basile Hanlon & MacFarlane, P.C. Young Basile Hanlon & MacFarlane, P.C.","Young Basile Hanlon & MacFarlane, P.C.",100.0
31832,"BOOKOFF MCANDREWS, PLLC","Bookoff McAndrews, PLLC",100.0
31833,"Dinsmore & Shohl, LLP",Dinsmore & Shohl LLP,100.0
31839,"DLA Piper, LLC",DLA Piper LLP (US),100.0
31846,ALSTON & BIRD LLP,Alston & Bird LLP,100.0
31849,"Rossi, Kimms & McDowell LLP","ROSSI, KIMMS & McDOWELL LLP",100.0
31852,Schwegman Lundberg & Woessner,"Schwegman Lundberg & Woessner, P.A.",100.0
31865,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
31873,"Carlson Gaskey & Olds, PC","Carlson, Gaskey & Olds, P.C.",100.0
31876,"Baker Botts, L.L.P.",Baker Botts L.L.P.,100.0
31877,Casimir Jones S.C.,"Casimir Jones, S.C.",100.0
31885,"Marshall, Gerstein and Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
31886,Norton Rose Fulbright US LLP,NORTON ROSE FULBRIGHT US LLP,100.0
31895,McDermott Will & Emery,McDermott Will & Emery LLP,100.0
31903,Bookoff McAndrews PLLC,"Bookoff McAndrews, PLLC",100.0
31909,"Mintz, Levin, Cohn, Ferris, Glovsky & Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
31920,Emerson Thomson Bennett,"Emerson, Thomson & Bennett, LLC",100.0
31923,Buchanan Ingersoll & rooney,Buchanan Ingersoll & Rooney PC,100.0
31933,"Renner, Otto, Boisselle & Sklar LLP","Renner, Otto, Boisselle & Sklar, LLP",100.0
31934,"Leydig Voit and Mayer, Ltd.","Leydig, Voit & Mayer, Ltd.",100.0
31939,"Merchant & Gould, P.C.",Merchant & Gould P.C.,100.0
31943,"Merchant & Gould, P.C.",Merchant & Gould P.C.,100.0
31947,Finnegan Henderson,"Finnegan, Henderson, Farabow, Garrett & Dunner, LLP",100.0
31950,Wilson Sonsini Goodrich and Rosati,Wilson Sonsini Goodrich & Rosati,100.0
31956,"Wolf, Greenfield & Saks, P.C.","Wolf, Greenfield & Sacks, P.C.",97.5609756097561
31958,"Johnson, Marcou & Isaacs, LLC","Johnson, Marcou, Isaacs & Nix, LLC",100.0
31959,Troutman Pepper,Troutman Pepper Hamilton Sanders LLP,100.0
31962,Baker Donelson,"Baker, Donelson, Bearman, Caldwell & Berkowitz PC",100.0
31969,"Slater & Matsil, L.L.P.","Slater Matsil, LLP",100.0
31973,"Armstrong Teasdale, LLP",Armstrong Teasdale LLP,100.0
31975,Birch Stewart Kolasch and Birch LLP,"Birch, Stewart, Kolasch & Birch, LLP",100.0
31977,"Moore & Van Allen, PLLC",Moore & Van Allen PLLC,100.0
31984,McHale and Slavin PA,"McHale & Slavin, P.A.",100.0
31990,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
32017,"Lee & Hayes, PLLC","Lee & Hayes, P.C.",100.0
32020,ArentFox Schiff,ArentFox Schiff LLP,100.0
32021,Brooks Kushman PC,Brooks Kushman P.C.,100.0
32022,Buchanan Ingersoll & Rooney P.C.,Buchanan Ingersoll & Rooney PC,100.0
32038,"Tarolli, Sundheim, Covell & Tummino L.L.P.","Tarolli, Sundheim, Covell & Tummino LLP",100.0
32044,Knobbe Martens Olson & Bear LLP,"Knobbe, Martens, Olson & Bear, LLP",100.0
32047,"Lerner, David, Littenberg, Krumholz & Mentlik, LLP",Lerner David LLP,100.0
32060,Keller Preece,Keller Preece PLLC,100.0
32061,Foley & Lardner,Foley & Lardner LLP,100.0
32064,Banner Witcoff,"Banner & Witcoff, Ltd.",100.0
32071,"Morrison & Foerster, LLP",Morrison & Foerster LLP,100.0
32072,Eschweiler & Potashnik LLC,"Eschweiler & Potashnik, LLC",100.0
32076,"Sterne, Kessler, Goldstein & Fox P.L.L.C","Sterne, Kessler, Goldstein & Fox P.L.L.C.",100.0
32081,"Meunier, Carlin & Curfman",Meunier Carlin & Curfman LLC,100.0
32082,"Reising Ethington, P.C.",Reising Ethington P.C.,100.0
32090,Knobbe Martens,"Knobbe, Martens, Olson & Bear, LLP",100.0
32093,Norton Rose Fulbright,NORTON ROSE FULBRIGHT US LLP,100.0
32096,"Eschweiler and Potashnik, LLC","Eschweiler & Potashnik, LLC",100.0
32099,Suiter Swantz PC LLO,Suiter Swantz IP,100.0
32106,Lee & Hayes PC,"Lee & Hayes, P.C.",100.0
32119,Michael Best and Briedrich LLP,Michael Best & Friedrich LLP,95.45454545454545
32125,"Foley Hoag, LLP",Foley Hoag LLP,100.0
32135,McDermott Will & Emory LLP,McDermott Will & Emery LLP,95.0
32143,"Brooks Kushman, P.C.",Brooks Kushman P.C.,100.0
32150,Patterson & Sheridan,"Patterson + Sheridan, LLP",100.0
32188,"Marshall, Gerstein & Borun LLP","MARSHALL, GERSTEIN & BORUN LLP",100.0
32198,"Brake, Hughes, Bellermann LLP",Brake Hughes Bellermann LLP,100.0
32206,Merchant & Gould P.C. 3200 IDS Center,Merchant & Gould P.C.,100.0
32210,"Sheppard, Mullin, Richter & Hampton, LLP",Sheppard Mullin Richter & Hampton LLP,100.0
32211,"Muncy, Geissler, Olds & Lowe","Muncy, Geissler, Olds & Lowe, P.C.",100.0
32223,"Duft Bornsen & Fettig, LLP","Duft & Bornsen, PC",100.0
32226,"Wilson Sonsini Goodrich and Rosati, P.C.",Wilson Sonsini Goodrich & Rosati,100.0
32230,Duane Morris,Duane Morris LLP,100.0
32234,Marshall Gerstein,"MARSHALL, GERSTEIN & BORUN LLP",100.0
32239,Sheridan Ross,Sheridan Ross P.C.,100.0
32241,"Shook, Hardy and Bacon, L.L.P.","Shook, Hardy & Bacon L.L.P.",100.0
32244,"Greer, Burns & Crain","Greer, Burns & Crain, Ltd.",100.0
32246,"Merchant & Gould, P.C.",Merchant & Gould P.C.,100.0
32248,"Morrison & Foerster, LLP",Morrison & Foerster LLP,100.0
32255,Norton Rose Fulbright US LLP,NORTON ROSE FULBRIGHT US LLP,100.0
32257,Brooks Kushman PC,Brooks Kushman P.C.,100.0
32267,Pepper Hamilton,Troutman Pepper Hamilton Sanders LLP,100.0
32276,Barnes & Thornburg,Barnes & Thornburg LLP,100.0
32298,McDermott Will & Emery,McDermott Will & Emery LLP,100.0
32312,"Perkins Coie, LLP",Perkins Coie LLP,100.0
32330,"Maschoff Brennan Laycock Gilmore Israelsen & Wright, PLLC",Maschoff Brennan,100.0
32351,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, P.C.","Mintz Levin Cohn Ferris Glovsky and Popeo, P.C.",100.0
32371,"Hodgson Russ, LLP",Hodgson Russ LLP,100.0
32373,"Ware, Fressola, Maguire & Barber, LLP","Ware, Fressola, Maguire & Barber LLP",100.0
32380,"Volpe & Koenig, P.C.",Volpe Koenig,100.0
32384,Brownstein Hyatt Farber Schreck,"Brownstein Hyatt Farber Schreck, LLP",100.0
32393,"Snell and Wilmer, LLP",SNELL & WILMER L.L.P.,100.0
32400,"Sheppard, Mullin, Richter & Hampton LLP",Sheppard Mullin Richter & Hampton LLP,100.0
32406,"Fitch Even Tobin & Flannery, LLP","Fitch, Even, Tabin & Flannery LLP",96.0
32412,Quarles @ Brady LLP,Quarles & Brady LLP,100.0
32417,"Nixon & Vanderhye, P.C.",Nixon & Vanderhye P.C.,100.0
32432,Norton Rose Fulbright US LLP,NORTON ROSE FULBRIGHT US LLP,100.0
32436,"Fitch, Even, Tabin & Flannery, LLP","Fitch, Even, Tabin & Flannery LLP",100.0
32445,"HAYES SOLOWAY, P.C.",HAYES SOLOWAY P.C.,100.0
32452,"Lee & Hayes, PLLC","Lee & Hayes, P.C.",100.0
32454,FOX ROTHSCHILD LLP,Fox Rothschild LLP,100.0
32464,Andrews Kurth LLP,Hunton Andrews Kurth LLP,100.0
32482,"Baker Botts, LLP",Baker Botts L.L.P.,100.0
32489,Knobbe Martens Olson & Bear LLP,"Knobbe, Martens, Olson & Bear, LLP",100.0
32506,Sheppard MullinRichter & Hampton LLP,Sheppard Mullin Richter & Hampton LLP,98.36065573770492
32509,Wilmer Cutler Pickering Hale And Dorr LLP,Wilmer Cutler Pickering Hale and Dorr LLP,100.0
